EmployeePPPER,Status,ZipCode,Sex,Eeoc,Shift,BaseRate,Grade,Training,LastEval,StartEval,Education,StartGrade,StartRate,Experience,EngagementIndex,CommitmentIndex,Unscheduled,Tenure,Age,EntryAge,CareerAge,CareerStage,ServiceLength,SalaryProg,JobLevelProg,AvgEval,LastPromotion,TotalEmployment
1177,TERM,75022,F,WHITE,1,7.98,5,5000,10,8,1,4,6,14,1,3,5,0,40,35,36,3,1,1.98,1,9,0,14
1178,TERM,75020,F,WHITE,1,7.14,5,5000,6,2,1,2,6,7,0,1,8,0,35,28,28,2,1,1.14,3,4,0,7
1179,TERM,75020,F,WHITE,2,7.52,5,5000,8,1,1,2,6,2,6,7,0,0,30,23,23,1,1,1.52,3,4.5,0,2
1180,TERM,75018,F,WHITE,2,7.57,6,5000,5,0,1,3,6,4,8,9,5,0,32,25,26,2,1,1.57,3,2.5,0,4
1181,TERM,75020,F,WHITE,2,6.5,1,1000,7,3,0,2,6,0,6,6,4,0,24,20,20,1,1,0.5,-1,5,0,0
1182,TERM,75022,F,WHITE,1,7.45,6,5000,5,2,1,1,6,0,5,5,7,0,28,21,21,1,1,1.45,5,3.5,0,0
1183,TERM,75062,F,WHITE,2,11.34,6,5000,8,2,1,1,5.34,29,10,7,3,6,56,50,55,4,4,1,0.83,5,6,35
1184,ACTIVE,75028,M,WHITE,1,70,95,5000,0,1,10,87,67.3,28,10,8,4,7,56,49,56,4,4,0.39,1.14,0.5,2,35
1185,TERM,75028,F,WHITE,1,11.87,18,5000,4,0,2,10,6,4,1,4,4,1,31,25,25,2,2,5.87,8,2,1,5
1186,ACTIVE,75042,M,WHITE,1,15.1,9,5000,6,6,1,1,14.13,22,3,6,6,7,49,43,49,3,4,0.14,1.14,6,4,29
1187,TERM,75032,F,WHITE,2,7.45,6,5000,5,0,1,1,6,28,9,6,2,0,56,49,49,3,1,1.45,5,2.5,0,28
1188,ACTIVE,75022,F,WHITE,2,17.35,25,5000,4,2,3,23,7.43,15,5,3,2,7,43,36,43,3,4,1.42,0.29,3,6,22
1189,TERM,75022,F,WHITE,2,7.35,5,5000,7,1,1,2,6,3,4,6,5,1,31,24,25,2,2,1.35,3,4,0,4
1190,ACTIVE,75012,F,WHITE,1,27.6,52,5000,5,2,5,43,20.44,6,1,5,2,7,34,27,34,2,4,1.02,1.29,3.5,5,13
1191,TERM,75028,F,WHITE,1,6.5,1,1000,7,1,0,4,6,0,9,6,3,1,25,19,20,1,2,0.5,-3,4,0,1
1192,TERM,75055,M,WHITE,1,6.5,1,1000,7,0,0,8,6,0,2,5,10,0,27,20,20,1,1,0.5,-7,3.5,0,0
1193,TERM,75028,F,WHITE,1,5.15,1,1000,5,2,0,7,6,0,8,5,8,1,27,20,21,1,2,-0.85,-6,3.5,1,1
1194,TERM,75028,F,WHITE,1,5.15,1,1000,5,2,0,2,6,0,3,6,6,1,27,21,21,1,2,-0.85,-1,3.5,1,1
1195,TERM,75028,M,WHITE,1,6.5,1,1000,7,6,0,0,4.18,2,6,7,9,1,29,23,24,1,2,2.32,1,6.5,1,3
1196,TERM,75055,M,WHITE,2,6.8,1,1000,7,4,0,8,6,0,3,6,10,2,22,16,18,1,3,0.4,-3.5,5.5,2,2
1197,TERM,NULL,F,WHITE,1,18.97,37,5000,2,6,4,35,13.74,16,2,3,2,5,44,37,43,3,4,1.05,0.4,4,0,21
1198,TERM,75018,F,WHITE,2,7.14,5,5000,6,6,1,5,6,0,0,3,7,0,27,20,20,1,1,1.14,0,6,0,0
1199,TERM,75022,F,WHITE,2,6.8,1,1000,7,0,0,8,6,0,1,4,1,2,23,17,19,1,3,0.4,-3.5,3.5,2,2
1200,TERM,75042,F,WHITE,2,7.67,5,5000,8,1,1,3,1.68,0,5,4,10,1,27,21,22,1,2,5.99,2,4.5,1,1
1201,TERM,75028,M,WHITE,1,8.95,6,5000,4,0,1,3,7.57,22,7,4,8,0,50,43,44,3,1,1.38,3,2,0,22
1202,TERM,75042,F,WHITE,1,14.71,18,5000,5,1,2,9,11.43,5,2,6,1,1,32,26,27,2,2,3.28,9,3,1,6
1203,TERM,75032,F,WHITE,1,9.16,5,5000,6,5,1,5,0.55,0,5,4,10,3,25,19,22,1,3,2.87,0,5.5,3,3
1204,TERM,75020,M,WHITE,1,12.5,4,4000,0,4,0,4,6,7,7,4,1,0,35,28,28,2,1,6.5,0,2,0,7
1205,ACTIVE,75020,F,WHITE,1,45.68,49,5000,8,3,5,41,36.02,14,7,7,8,7,41,35,41,3,4,1.38,1.14,5.5,2,21
1206,TERM,75032,F,WHITE,1,8.24,5,5000,1,2,1,1,6,2,5,5,1,1,29,23,23,1,2,2.24,4,1.5,1,3
1207,TERM,75022,F,WHITE,1,5.15,1,1000,5,2,0,5,6,3,7,8,8,0,31,24,24,1,1,-0.85,-4,3.5,0,3
1208,TERM,75028,F,WHITE,1,8.24,5,5000,1,4,1,1,6,0,9,5,3,1,25,19,20,1,2,2.24,4,2.5,0,1
1210,ACTIVE,75032,F,WHITE,1,32.72,58,5000,8,4,6,49,29.44,5,4,3,2,6,32,26,32,2,4,0.55,1.5,6,6,11
1211,ACTIVE,75020,F,WHITE,1,10.7,5,5000,4,0,1,1,6,0,2,3,3,6,28,21,28,2,4,0.78,0.67,2,1,6
1212,TERM,75011,F,WHITE,1,12.78,46,5000,8,5,5,44,10.03,21,8,6,8,9,57,42,51,4,4,0.31,0.22,6.5,0,30
1213,TERM,75002,F,WHITE,2,8.24,5,5000,1,4,1,1,4.49,1,6,7,7,1,29,22,24,1,2,3.75,4,2.5,0,2
1214,ACTIVE,75011,F,WHITE,1,19.57,37,5000,4,2,4,37,14.79,5,8,8,9,3,29,26,29,2,3,1.59,0,3,3,8
1215,ACTIVE,75012,F,WHITE,1,16.67,5,5000,3,2,1,3,7.92,0,0,4,4,6,27,20,27,2,4,1.46,0.33,2.5,6,6
1216,TERM,75018,F,WHITE,1,5.15,1,1000,5,2,0,3,6,7,3,5,5,0,35,28,28,2,1,-0.85,-2,3.5,0,7
1217,ACTIVE,75032,F,WHITE,1,12.32,5,5000,2,3,1,4,10.12,16,9,8,2,6,43,37,43,3,4,0.37,0.17,2.5,6,22
1218,TERM,75042,F,WHITE,1,8.93,5,5000,5,3,1,3,6,3,5,6,2,2,30,24,25,2,3,1.47,1,4,2,5
1219,TERM,75038,F,WHITE,1,5.15,1,1000,5,2,0,8,6,0,4,5,9,0,24,17,17,1,1,-0.85,-7,3.5,0,0
1220,TERM,75028,F,WHITE,1,7.45,6,5000,5,0,1,0,6,3,1,3,1,0,30,24,24,1,1,1.45,6,2.5,0,3
1221,TERM,75022,M,WHITE,2,6.13,1,1000,6,3,0,5,6,0,2,5,7,1,22,16,17,1,2,0.13,-4,4.5,1,1
1222,TERM,75002,F,WHITE,2,6.13,1,1000,6,4,0,9,6,0,9,9,4,1,23,16,17,1,2,0.13,-8,5,1,1
1223,TERM,75062,F,WHITE,1,7.67,5,5000,8,2,1,0,6,13,8,6,1,1,40,34,35,3,2,1.67,5,5,1,14
1224,TERM,75012,F,WHITE,1,17.02,37,5000,10,3,4,27,15.22,8,9,6,8,2,35,29,31,2,3,0.9,5,6.5,2,10
1225,TERM,75018,F,WHITE,2,7.67,5,5000,8,2,1,1,7.09,14,6,4,2,1,42,35,36,3,2,0.58,4,5,1,15
1226,TERM,75042,F,WHITE,2,7.14,5,5000,6,2,1,4,6,3,7,5,3,0,30,24,24,1,1,1.14,1,4,0,3
1227,TERM,75032,F,WHITE,1,6.51,1,1000,7,6,0,6,6,0,8,8,2,2,23,17,19,1,3,0.26,-2.5,6.5,2,2
1228,TERM,75020,M,WHITE,1,36.05,60,5000,3,3,6,56,34.57,7,2,4,5,4,35,28,32,2,3,0.37,1,3,4,11
1229,ACTIVE,75011,F,WHITE,1,39.87,60,5000,2,6,6,59,35.2,7,8,6,1,6,35,28,35,3,4,0.78,0.17,4,6,13
1230,ACTIVE,75018,M,WHITE,1,110.39,95,5000,7,3,10,90,106.72,30,6,7,9,4,55,51,55,4,3,0.92,1.25,5,4,34
1231,ACTIVE,75032,F,WHITE,1,14.9,13,5000,4,3,1,7,14.81,21,2,6,8,6,48,42,48,3,4,0.02,1,3.5,3,27
1232,ACTIVE,75042,F,WHITE,1,14.3,14,5000,0,5,1,6,8.51,3,5,4,1,6,30,24,30,2,4,0.97,1.33,2.5,6,9
1233,TERM,75032,F,WHITE,2,6.51,1,1000,7,1,0,6,6,0,5,4,10,2,23,17,19,1,3,0.26,-2.5,4,2,2
1234,TERM,75020,F,WHITE,2,8,5,5000,0,10,1,0,6,1,1,3,1,1,29,22,24,1,2,2,5,5,1,2
1235,TERM,75042,F,WHITE,2,5.77,1,1000,6,1,0,5,6,0,7,8,5,0,22,16,16,1,1,-0.23,-4,3.5,0,0
1236,TERM,75042,F,WHITE,2,7.67,1,1000,8,5,0,7,6,0,7,5,10,5,23,16,21,1,4,0.33,-1.2,6.5,5,5
1237,TERM,75032,F,WHITE,2,7.52,5,5000,8,7,1,2,7.48,0,1,1,3,0,26,20,20,1,1,0.04,3,7.5,0,0
1238,TERM,75020,F,WHITE,2,7.67,1,1000,8,1,0,8,6,0,10,9,2,5,21,15,20,1,4,0.33,-1.4,4.5,5,5
1239,TERM,75011,F,WHITE,3,8.25,6,5000,10,3,1,4,6,14,5,7,3,1,41,35,35,3,2,2.25,2,6.5,1,15
1240,TERM,75038,F,WHITE,2,6.13,1,1000,6,2,0,6,6,0,7,4,1,1,22,16,16,1,2,0.13,-5,4,1,1
1241,TERM,75042,F,WHITE,1,7.26,1,1000,7,6,0,6,6.36,0,5,8,10,4,22,15,19,1,3,0.23,-1.25,6.5,4,4
1242,TERM,75032,F,WHITE,1,5.15,1,1000,5,3,0,3,6,0,8,6,7,1,24,17,18,1,2,-0.85,-2,4,1,1
1243,TERM,75020,F,WHITE,1,7.14,5,5000,6,1,1,3,6,0,2,2,3,0,27,21,21,1,1,1.14,2,3.5,0,0
1244,ACTIVE,75028,M,WHITE,1,65.02,95,5000,7,3,10,95,58.75,14,5,3,8,6,42,35,42,3,4,1.05,0,5,2,20
1245,TERM,75042,F,WHITE,1,7.14,5,5000,6,3,1,3,6,21,7,4,4,0,48,42,42,3,1,1.14,2,4.5,0,21
1246,ACTIVE,75012,M,WHITE,1,17.8,22,5000,2,3,2,13,16.05,18,3,3,8,6,46,39,46,3,4,0.29,1.5,2.5,6,24
1247,ACTIVE,75020,F,WHITE,1,16.67,21,5000,0,9,2,15,13.65,0,1,6,3,6,27,20,27,2,4,0.5,1,4.5,6,6
1249,TERM,75022,M,WHITE,1,62.5,95,5000,8,5,10,90,60.32,8,10,10,9,5,36,29,34,2,4,0.44,1,6.5,4,13
1250,ACTIVE,75018,F,WHITE,1,10.99,6,5000,6,2,1,0,4.93,2,8,7,7,6,30,23,30,2,4,1.01,1,4,6,8
1251,ACTIVE,75012,F,WHITE,1,8.2,1,1000,8,1,0,1,6,16,6,5,1,6,44,37,44,3,4,0.37,0,4.5,6,22
1252,TERM,75002,F,WHITE,2,7.14,5,5000,6,2,1,1,6,0,3,3,9,0,27,21,21,1,1,1.14,4,4,0,0
1253,TERM,75001,F,WHITE,2,6.13,1,1000,6,3,0,7,6,0,2,4,7,1,23,17,18,1,2,0.13,-6,4.5,1,1
1254,TERM,75032,F,WHITE,1,12.39,17,5000,1,1,2,11,10.14,17,4,5,10,3,44,38,40,3,3,0.75,2,1,2,20
1255,TERM,75042,M,WHITE,2,7.14,5,5000,6,0,1,0,6,0,8,8,9,0,25,19,19,1,1,1.14,5,3,0,0
1256,TERM,75032,F,WHITE,1,8.24,6,5000,9,3,1,3,6,37,9,6,8,2,65,58,60,4,3,1.12,1.5,6,2,39
1257,TERM,75028,F,WHITE,1,7.67,6,5000,6,1,1,0,6,28,0,5,0,1,55,49,49,3,2,1.67,6,3.5,1,29
1258,ACTIVE,75022,F,WHITE,1,11.05,8,5000,8,3,1,4,5.8,0,7,6,7,6,26,20,26,2,4,0.88,0.67,5.5,1,6
1259,TERM,75002,F,WHITE,1,13.08,10,5000,1,8,1,8,4.94,6,10,9,0,5,34,27,32,2,4,1.63,0.4,4.5,2,11
1260,ACTIVE,75055,F,WHITE,2,12.32,5,5000,2,3,1,3,2.6,3,5,3,4,6,30,24,30,2,4,1.62,0.33,2.5,5,9
1261,TERM,75020,F,WHITE,3,8.24,5,5000,1,7,1,3,6,3,7,8,3,0,30,24,25,2,1,2.24,2,4,0,3
1262,ACTIVE,75042,F,WHITE,1,12.32,5,5000,2,7,1,1,6,19,4,4,7,6,47,40,47,3,4,1.05,0.67,4.5,6,25
1263,TERM,75038,F,WHITE,2,8.24,5,5000,1,9,1,5,6,2,5,7,5,1,29,23,24,1,2,2.24,0,5,1,3
1264,TERM,75018,F,WHITE,1,8.93,5,5000,5,1,1,2,6,11,9,9,4,2,38,32,34,2,3,1.47,1.5,3,1,13
1265,TERM,75032,F,WHITE,1,8.93,5,5000,5,0,1,1,8.03,7,8,8,6,2,34,28,30,2,3,0.45,2,2.5,1,9
1266,TERM,75002,F,WHITE,1,12.39,17,5000,1,6,2,11,9.81,9,4,7,7,2,36,30,32,2,3,1.29,3,3.5,2,11
1267,ACTIVE,75028,F,WHITE,1,21.53,37,5000,7,1,4,28,12.11,4,8,9,4,6,31,25,31,2,4,1.57,1.5,4,6,10
1268,TERM,75055,F,WHITE,1,8,5,5000,0,1,1,4,6,23,4,2,4,1,50,44,45,3,2,2,1,0.5,1,24
1269,ACTIVE,NULL,M,WHITE,3,11.47,5,5000,7,1,1,4,6,32,2,3,4,6,59,53,59,4,4,0.91,0.17,4,6,38
1270,TERM,75022,F,WHITE,1,17.39,37,5000,3,3,4,33,15.86,14,7,8,6,0,41,35,36,3,1,1.53,4,3,0,14
1271,TERM,75022,F,WHITE,1,20.1,37,5000,4,5,4,27,17.19,28,1,1,4,3,56,49,52,4,3,0.97,3.33,4.5,3,31
1272,TERM,75028,M,WHITE,1,12.88,4,4000,2,2,0,2,10.27,23,9,6,4,0,50,44,44,3,1,2.61,2,2,0,23
1273,ACTIVE,75002,F,WHITE,3,10.62,6,5000,4,4,1,2,6,31,5,4,5,6,59,52,59,4,4,0.77,0.67,4,6,37
1274,ACTIVE,75042,F,WHITE,1,7.9,1,1000,8,1,0,6,5.38,33,1,1,2,6,60,54,60,4,4,0.42,-0.83,4.5,4,39
1275,ACTIVE,75032,F,WHITE,1,15.02,17,5000,5,1,2,12,8.63,21,2,6,1,6,48,42,48,3,4,1.07,0.83,3,6,27
1276,ACTIVE,75012,F,WHITE,1,10.34,5,5000,2,7,1,1,6.53,10,9,7,0,6,38,31,38,3,4,0.64,0.67,4.5,2,16
1277,TERM,75018,F,WHITE,1,8.25,6,5000,10,2,1,4,6,1,5,6,4,1,28,22,22,1,2,2.25,2,6,1,2
1278,TERM,75032,M,WHITE,1,14.38,22,5000,6,2,2,13,11.4,17,6,5,2,0,44,38,38,3,1,2.98,9,4,0,17
1279,TERM,75042,F,WHITE,1,7.45,6,5000,5,2,1,3,6,9,9,7,7,0,36,30,30,2,1,1.45,3,3.5,0,9
1280,TERM,75038,F,WHITE,3,16.52,37,5000,1,0,4,30,11.56,5,1,3,2,1,32,26,28,2,2,4.96,7,0.5,1,6
1281,TERM,75028,F,WHITE,3,16.18,37,5000,9,7,4,29,11.27,35,2,4,9,0,63,56,57,4,1,4.91,8,8,0,35
1282,ACTIVE,75022,F,WHITE,2,20.43,37,5000,6,1,4,31,10.77,19,1,4,2,6,47,40,47,3,4,1.61,1,3.5,1,25
1283,ACTIVE,75020,F,WHITE,2,15.02,17,5000,5,1,2,11,10.24,34,4,6,7,3,58,55,58,4,3,1.59,2,3,2,37
1284,ACTIVE,75002,F,WHITE,3,11.86,5,5000,9,1,1,5,10.67,22,2,2,1,6,49,43,49,3,4,0.2,0,5,6,28
1285,TERM,75001,F,WHITE,2,9.43,6,5000,7,3,1,1,6,0,8,8,6,3,25,19,22,1,3,1.14,1.67,5,3,3
1286,ACTIVE,75055,F,WHITE,3,21.53,37,5000,7,3,4,30,13.54,10,8,5,9,6,37,31,37,3,4,1.33,1.17,5,6,16
1287,TERM,75022,F,WHITE,3,17.39,37,5000,3,5,4,30,7.89,11,9,7,1,1,38,32,33,2,2,9.5,7,4,1,12
1288,ACTIVE,75062,F,WHITE,3,24.95,55,5000,2,7,6,51,20.42,14,5,5,9,6,41,35,41,3,4,0.76,0.67,4.5,5,20
1289,TERM,75012,F,WHITE,2,16.18,37,5000,9,7,4,33,7.82,6,3,3,4,0,33,27,27,2,1,8.36,4,8,0,6
1290,ACTIVE,75011,M,WHITE,1,11.26,3,3000,4,3,0,3,6,47,5,4,5,6,74,68,74,4,4,0.88,0,3.5,6,53
1291,TERM,75028,F,WHITE,1,9.99,7,5000,10,3,1,3,6,10,0,3,8,0,33,31,31,2,1,3.99,4,6.5,0,10
1292,TERM,75028,F,WHITE,1,9.99,6,5000,10,9,1,0,3.66,1,9,8,8,5,28,22,27,2,4,1.27,1.2,9.5,2,6
1293,ACTIVE,75028,F,WHITE,1,18.6,37,5000,8,5,4,36,10.06,1,2,6,2,6,28,22,28,2,4,1.42,0.17,6.5,4,7
1294,TERM,75042,F,WHITE,1,5.77,1,1000,6,6,0,4,6,1,6,8,0,0,28,22,22,1,1,-0.23,-3,6,0,1
1295,TERM,75018,F,WHITE,3,7.67,5,5000,8,1,1,1,6,0,9,7,0,1,26,20,21,1,2,1.67,4,4.5,1,1
1296,TERM,75032,F,WHITE,1,9.58,8,5000,7,1,1,1,6,12,1,5,1,4,39,33,37,3,3,0.9,1.75,4,4,16
1297,ACTIVE,75020,F,WHITE,1,20,18,5000,0,5,2,9,12.17,3,4,6,6,6,30,24,30,2,4,1.31,1.5,2.5,1,9
1298,ACTIVE,75011,F,WHITE,1,17.64,4,4000,1,7,0,1,7.74,2,5,6,4,6,29,23,29,2,4,1.65,0.5,4,1,8
1299,TERM,75032,F,WHITE,1,9.91,6,5000,9,7,1,4,6,23,8,6,8,5,50,44,49,3,4,0.78,0.4,8,1,28
1300,TERM,75018,F,WHITE,1,6.13,1,1000,6,4,0,4,6,0,8,9,0,1,25,19,20,1,2,0.13,-3,5,1,1
1301,ACTIVE,75012,F,WHITE,1,18.22,37,5000,4,2,4,30,17.62,27,3,6,8,6,54,48,54,4,4,0.1,1.17,3,2,33
1302,TERM,75062,M,WHITE,2,7.67,5,5000,8,6,1,2,6,0,4,6,3,1,24,18,19,1,2,1.67,3,7,1,1
1303,TERM,75018,F,WHITE,1,9.43,1,1000,9,4,0,6,6,2,8,7,0,3,29,23,26,2,3,1.14,-1.67,6.5,1,5
1304,ACTIVE,75032,M,WHITE,1,12.28,6,5000,4,3,1,4,6,34,3,6,2,6,61,55,61,4,4,1.05,0.33,3.5,6,40
1305,TERM,75042,F,WHITE,1,17.51,37,5000,8,4,4,33,11.62,31,1,4,3,4,58,52,56,4,3,1.47,1,6,4,35
1306,TERM,75062,F,WHITE,1,8.77,8,5000,0,7,1,6,6,4,0,4,9,2,31,25,26,2,3,1.39,1,3.5,1,6
1307,TERM,75038,F,WHITE,2,25,37,5000,5,1,4,29,15.48,25,2,3,5,2,52,46,48,3,3,4.76,4,3,2,27
1308,TERM,75028,F,WHITE,1,27.86,56,5000,0,9,6,52,23.22,11,5,3,4,4,38,32,36,3,3,1.16,1,4.5,4,15
1309,ACTIVE,75018,F,WHITE,2,5.15,1,1000,5,3,0,3,6,0,4,4,5,6,22,16,22,1,4,-0.14,-0.33,4,1,6
1310,TERM,75022,F,WHITE,2,19.51,37,5000,2,8,4,30,17.82,14,9,6,3,2,41,35,37,3,3,0.85,3.5,5,2,16
1311,TERM,75002,F,WHITE,2,9.66,8,5000,7,3,1,7,3.6,2,8,5,2,3,29,23,26,2,3,2.02,0.33,5,3,5
1312,TERM,75002,F,WHITE,1,7.67,5,5000,8,0,1,4,6,12,2,5,5,1,38,33,33,2,2,1.67,1,4,1,13
1313,ACTIVE,75032,F,WHITE,1,19.57,34,5000,5,2,3,29,15.58,0,3,7,0,6,27,21,27,2,4,0.67,0.83,3.5,1,6
1314,TERM,75022,F,WHITE,2,8.25,6,5000,10,6,1,2,6,1,1,4,4,1,28,22,22,1,2,2.25,4,8,1,2
1315,TERM,75022,F,WHITE,1,11.34,6,5000,8,2,1,0,6,15,4,3,1,4,42,36,40,3,3,1.34,1.5,5,1,19
1316,TERM,75038,F,WHITE,1,16.47,18,5000,6,4,2,16,7.45,14,5,7,0,4,41,35,39,3,3,2.26,0.5,5,4,18
1317,TERM,75028,F,WHITE,1,17.36,37,5000,2,1,4,31,7.91,21,3,3,7,1,48,42,44,3,2,9.45,6,1.5,1,22
1318,TERM,75011,F,WHITE,1,10.72,9,5000,6,6,1,6,7.37,1,1,5,3,2,28,22,24,1,3,1.68,1.5,6,2,3
1319,TERM,75018,F,WHITE,1,8.74,5,5000,4,2,1,0,6,26,1,3,7,3,53,47,50,4,3,0.91,1.67,3,3,29
1320,TERM,75001,M,WHITE,2,6.51,1,1000,7,2,0,3,6,0,0,4,2,1,21,15,17,1,2,0.51,-2,4.5,1,1
1321,TERM,75022,F,WHITE,1,6.13,1,1000,6,2,0,3,6,26,9,6,2,0,52,47,47,3,1,0.13,-2,4,0,26
1322,TERM,75055,F,WHITE,2,8.32,8,5000,7,1,1,1,0.37,7,4,6,3,0,34,28,28,2,1,7.95,7,4,0,7
1323,ACTIVE,75028,F,WHITE,2,11.63,5,5000,8,1,1,3,6,13,1,1,4,6,40,34,40,3,4,0.94,0.33,4.5,2,19
1324,ACTIVE,75028,F,WHITE,2,11.63,5,5000,8,5,1,4,5.95,17,3,6,5,6,43,38,43,3,4,0.95,0.17,6.5,4,23
1325,ACTIVE,75042,M,WHITE,1,16.03,22,5000,3,1,2,18,8.62,28,4,5,7,4,53,49,53,4,3,1.85,1,2,3,32
1326,ACTIVE,75018,F,WHITE,1,7.9,1,1000,8,1,0,1,6,19,2,6,5,6,45,40,45,3,4,0.32,0,4.5,6,25
1327,ACTIVE,75062,F,WHITE,2,14.77,17,5000,1,1,2,11,4.92,24,9,5,10,6,51,45,51,4,4,1.64,1,1,2,30
1328,ACTIVE,75042,F,WHITE,3,18.97,37,5000,2,2,4,32,17.61,0,6,3,9,6,27,21,27,2,4,0.23,0.83,2,2,6
1329,TERM,75032,F,WHITE,1,31.38,60,5000,3,4,6,56,22.9,13,10,10,9,0,40,34,34,2,1,8.48,4,3.5,0,13
1330,ACTIVE,75042,F,WHITE,1,18.97,37,5000,2,8,4,34,9.81,1,3,2,4,6,28,22,28,2,4,1.53,0.5,5,5,7
1331,ACTIVE,75022,M,WHITE,1,67,95,5000,5,1,10,90,59.6,10,7,4,2,6,37,31,37,3,4,1.23,0.83,3,6,16
1332,TERM,75002,F,WHITE,1,6.5,1,1000,7,5,0,7,6,0,5,3,9,0,27,21,21,1,1,0.5,-6,6,0,0
1333,TERM,75038,F,WHITE,3,16.52,37,5000,1,7,4,33,8.63,39,2,5,0,0,66,60,61,4,1,7.89,4,4,0,39
1334,TERM,75028,F,WHITE,1,9.66,8,5000,7,1,1,0,6,3,7,8,5,3,29,24,26,2,3,1.22,2.67,4,3,6
1335,TERM,75022,F,WHITE,1,11.29,17,5000,2,7,2,12,6.25,10,4,6,0,1,37,31,32,2,2,5.04,5,4.5,1,11
1336,TERM,75002,M,WHITE,1,6.5,1,1000,7,1,0,7,6,0,2,1,6,1,25,19,21,1,2,0.5,-6,4,0,1
1337,TERM,75001,F,WHITE,1,6.5,1,1000,7,2,0,1,6,0,3,5,7,0,26,21,22,1,1,0.5,0,4.5,0,0
1338,TERM,75055,F,WHITE,1,6.5,1,1000,7,1,0,4,6,1,9,8,7,0,28,22,22,1,1,0.5,-3,4,0,1
1339,TERM,75022,M,WHITE,2,6.31,1,1000,6,5,0,1,6,0,8,7,1,1,22,17,18,1,2,0.31,0,5.5,1,1
1340,TERM,75028,F,WHITE,1,10.46,9,5000,4,3,1,4,10.35,0,9,6,8,3,26,21,23,1,3,0.04,1.67,3.5,2,3
1341,TERM,75018,F,WHITE,1,18.22,37,5000,4,3,4,32,17.42,0,3,6,10,2,24,20,22,1,3,0.4,2.5,3.5,2,2
1342,TERM,75028,F,WHITE,1,6.5,1,1000,7,1,0,3,6,0,6,6,3,0,25,19,19,1,1,0.5,-2,4,0,0
1343,TERM,75042,M,WHITE,1,6.5,1,1000,7,5,0,0,6,0,7,7,5,0,23,19,19,1,1,0.5,1,6,0,0
1344,TERM,75032,F,WHITE,1,6.5,1,1000,7,1,0,2,6,0,3,6,0,0,24,20,20,1,1,0.5,-1,4,0,0
1345,TERM,75020,F,WHITE,1,16.47,18,5000,6,1,2,9,12.8,41,5,4,4,4,67,62,66,4,3,0.92,2.25,3.5,4,45
1346,TERM,75011,F,WHITE,1,6.12,1,1000,6,3,0,5,6,21,5,3,5,2,47,42,44,3,3,0.06,-2,4.5,2,23
1347,ACTIVE,75018,F,WHITE,1,9.98,5,5000,10,1,1,2,6,26,2,3,4,6,53,47,53,4,4,0.66,0.5,5.5,6,32
1348,TERM,75062,F,WHITE,3,8.93,5,5000,5,3,1,2,6,16,5,8,6,1,43,37,39,3,2,2.93,3,4,1,17
1349,TERM,75012,F,WHITE,3,7.67,5,5000,8,5,1,2,6,33,3,6,9,1,59,54,54,4,2,1.67,3,6.5,1,34
1350,TERM,75018,M,WHITE,2,7.9,5,5000,10,3,1,1,6,13,1,4,4,1,40,34,35,3,2,1.9,4,6.5,1,14
1351,ACTIVE,75032,F,WHITE,1,18.6,37,5000,8,7,4,29,12.18,1,7,7,10,6,28,22,28,2,4,1.07,1.33,7.5,4,7
1352,TERM,75055,M,WHITE,3,8.24,5,5000,1,5,1,5,6,5,7,5,9,1,32,26,27,2,2,2.24,0,3,1,6
1353,TERM,75028,F,WHITE,2,6.13,1,1000,6,3,0,4,6,0,9,6,9,1,21,16,17,1,2,0.13,-3,4.5,1,1
1354,ACTIVE,75042,M,WHITE,1,39.87,60,5000,2,5,6,51,38.48,10,0,3,6,6,36,31,36,3,4,0.23,1.5,3.5,6,16
1355,TERM,75032,M,WHITE,3,10.96,5,5000,5,1,1,2,3.19,6,10,10,7,2,32,27,29,2,3,3.89,1.5,3,2,8
1356,ACTIVE,75001,F,WHITE,1,14.08,3,3000,2,1,0,4,6,28,8,5,5,6,55,49,55,4,4,1.35,-0.17,1.5,1,34
1357,TERM,75038,F,WHITE,1,11.87,9,5000,7,4,1,9,8.11,21,2,3,5,5,47,42,46,3,4,0.75,0,5.5,1,26
1358,ACTIVE,75022,F,WHITE,2,7.9,1,1000,8,2,0,8,6,0,4,3,4,5,20,15,20,1,4,0.38,-1.4,5,5,5
1359,TERM,75042,F,WHITE,1,8.24,5,5000,1,6,1,2,6,13,9,9,6,1,40,34,35,3,2,2.24,3,3.5,1,14
1360,ACTIVE,75055,M,WHITE,1,115,95,5000,5,4,10,92,113.99,25,8,5,8,6,51,46,51,4,4,0.17,0.5,4.5,6,31
1361,ACTIVE,75001,M,WHITE,1,113.65,95,5000,7,1,10,92,112.36,30,3,3,2,6,57,51,57,4,4,0.22,0.5,4,6,36
1362,TERM,75001,M,WHITE,1,17.02,37,5000,10,8,4,31,12.43,22,1,5,9,1,49,43,44,3,2,4.59,6,9,1,23
1363,TERM,75038,F,WHITE,2,6.51,1,1000,7,4,0,1,6,0,6,4,5,2,23,18,20,1,3,0.26,0,5.5,2,2
1364,TERM,75055,F,WHITE,1,13.01,9,5000,7,3,1,7,10.75,18,6,8,6,4,44,39,43,3,3,0.57,0.5,5,2,22
1365,TERM,75028,F,WHITE,1,9.27,7,5000,5,1,1,2,8.01,16,0,4,10,4,43,37,41,3,3,0.32,1.25,3,1,20
